"QUESTION_TEXT","OPTIONA","OPTIONB","OPTIONC","OPTIOND","CORRECT_ANSWER","CATEGORY","TOPIC","SUBTOPIC","DIFFICULTY","EXPLANATION","TAGS","TIPS","CORRECTION","SOURCE","POINTS","ACTIVE","TIMES_ANSWERED","TIMES_CORRECT"
"Was ist Journaling?","Logging","Änderungen vor Ausführung protokollieren","Kompression","Verschlüsselung","B","Geschäftsprozesse","Betriebssysteme","Dateisystem","2","Journaling Filesystems loggen Änderungen für Crash-Recovery.","journaling,dateisystem,recovery","ext4, NTFS nutzen Journaling","Verhindert Inkonsistenzen","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein Kernel Panic?","Virus","Kritischer Kernel-Fehler","Update","Neustart","B","Geschäftsprozesse","Betriebssysteme","Kernel","2","Kernel Panic = nicht behebbarer Fehler im OS-Kern.","kernel-panic,crash,fehler","Blue Screen in Windows","System muss neu starten","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein Tier-4 Rechenzentrum?","Niedrigste Stufe","Höchste Verfügbarkeitsstufe","Mittlere Stufe","Testumgebung","B","Allgemeinwissen","Infrastruktur","Datacenter","2","Tier 4 = 99.995% Verfügbarkeit, vollredundant.","tier4,datacenter,verfügbarkeit","Max 26 Min Ausfall/Jahr","Fault Tolerant","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Hot Aisle/Cold Aisle?","Brandschutz","Luftstrom-Management","Netzwerk-Design","Stromverteilung","B","Allgemeinwissen","Infrastruktur","Kühlung","2","Anordnung von Serverracks für optimale Kühlung.","kühlung,datacenter,airflow","Kaltgang vorne, Warmgang hinten","Energieeffizienz","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was bedeutet USV?","Software","Unterbrechungsfreie Stromversorgung","Netzwerk","Speicher","B","Allgemeinwissen","Infrastruktur","USV","1","USV/UPS überbrückt Stromausfälle mit Batterien.","usv,ups,strom","Online vs. Line-Interactive","Überbrückungszeit beachten","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Structured Cabling?","WLAN","Standardisierte Gebäudeverkabelung","Software","Cloud","B","Allgemeinwissen","Infrastruktur","Verkabelung","2","Strukturierte Verkabelung nach Standards wie TIA-568.","verkabelung,structured,cabling","Horizontal und Vertikal","Patch Panels und Racks","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein KVM-Switch?","Netzwerk-Switch","Keyboard-Video-Mouse Umschalter","Virtuelle Maschine","Firewall","B","Allgemeinwissen","Infrastruktur","KVM","1","KVM-Switch erlaubt Steuerung mehrerer Computer mit einem Set.","kvm,switch,hardware","Spart Peripherie","Auch KVM over IP","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist SOC 2?","Software","Service Organization Control","Netzwerk","Datenbank","B","Allgemeinwissen","Compliance","Standards","2","SOC 2 prüft Sicherheit, Verfügbarkeit, Vertraulichkeit von Services.","soc2,compliance,audit","Type I und Type II","Trust Service Criteria","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist HIPAA?","Software","US-Gesundheitsdatenschutz","EU-Richtlinie","Verschlüsselung","B","Allgemeinwissen","Compliance","Regulierung","2","Health Insurance Portability and Accountability Act.","hipaa,compliance,gesundheit","PHI-Schutz","Hohe Strafen bei Verletzung","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was regelt PCI DSS?","Internet-Geschwindigkeit","Kreditkartendaten-Sicherheit","E-Mail-Verschlüsselung","Passwort-Regeln","B","Allgemeinwissen","Compliance","PCI DSS","2","Payment Card Industry Data Security Standard.","pci-dss,compliance,payment","12 Anforderungen","Für Kartenzahlung-Verarbeiter","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein Penetrationstest?","Geschwindigkeitstest","Autorisierter Sicherheitstest","Lasttest","Usability-Test","B","Allgemeinwissen","Compliance","Audit","2","Pentest simuliert Angriffe zur Schwachstellenfindung.","pentest,audit,sicherheit","White/Grey/Black Box","Ethisches Hacking","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Common Criteria?","Programmiersprache","IT-Sicherheitszertifizierung","Netzwerkprotokoll","Datenbank","B","Allgemeinwissen","Compliance","Zertifizierung","2","Common Criteria (ISO 15408) für IT-Sicherheitsbewertung.","common-criteria,zertifizierung,sicherheit","EAL 1-7 Level","International anerkannt","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Machine Learning?","Programmierung","Lernen aus Daten","Hardware","Netzwerk","B","Allgemeinwissen","Künstliche Intelligenz","Grundlagen","1","ML-Systeme verbessern sich durch Erfahrung/Daten.","ml,ai,lernen","Ohne explizite Programmierung","Muster in Daten erkennen","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Reinforcement Learning?","Überwachtes Lernen","Lernen durch Belohnung","Unüberwachtes Lernen","Transfer Learning","B","Allgemeinwissen","Künstliche Intelligenz","Types","2","RL lernt optimale Aktionen durch Trial-and-Error mit Rewards.","reinforcement,learning,ai","Agent in Environment","Q-Learning, Policy Gradient","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Natural Language Processing?","Bildverarbeitung","Sprachverarbeitung","Netzwerk","Datenbank","B","Allgemeinwissen","Künstliche Intelligenz","NLP","1","NLP ermöglicht Computern Verständnis natürlicher Sprache.","nlp,ai,sprache","ChatGPT, Übersetzung","Tokenization, Embedding","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Object Detection?","Texterkennung","Objekterkennung in Bildern","Spracherkennung","Musikerkennung","B","Allgemeinwissen","Künstliche Intelligenz","Computer Vision","1","Erkennt und lokalisiert Objekte in Bildern/Videos.","object-detection,cv,ai","YOLO, R-CNN","Bounding Boxes","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist AI Bias?","Geschwindigkeit","Voreingenommenheit in KI","Verschlüsselung","Speicher","B","Allgemeinwissen","Künstliche Intelligenz","Ethics","2","Bias = systematische Verzerrung in KI-Entscheidungen.","bias,ai,ethics","Aus Trainingsdaten","Fairness-Problem","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist die Pomodoro-Technik?","Kochtechnik","25 Min Arbeit, 5 Min Pause","Sport-Übung","Meeting-Format","B","Allgemeinwissen","Soft Skills","Zeitmanagement","1","Zeitmanagement mit 25-Minuten-Arbeitsintervallen.","pomodoro,zeitmanagement,produktivität","Nach 4 Pomodori lange Pause","Fokus und Pausen","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist die 5-Why-Methode?","5 Lösungen finden","5x Warum fragen","5 Personen fragen","5 Minuten denken","B","Allgemeinwissen","Soft Skills","Problemlösung","1","Wurzelursachen durch wiederholtes Warum-Fragen finden.","5-why,problemlösung,analyse","Toyota-Methode","Tiefergehende Ursachen","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Psychological Safety?","Arbeitsschutz","Angstfreies Teamklima","Verschlüsselung","Datenschutz","B","Allgemeinwissen","Soft Skills","Teamwork","2","Team-Umfeld wo Fehler und Fragen ohne Angst möglich sind.","psychological-safety,team,kultur","Google-Studie","Basis für Innovation","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist die Feynman-Technik?","Programmierung","Lernen durch einfaches Erklären","Mathematik","Sport","B","Allgemeinwissen","Soft Skills","Learning","2","Konzepte verstehen durch Erklären in einfachen Worten.","feynman,lernen,technik","Lücken werden sichtbar","Teaching is learning","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Servant Leadership?","Befehlsführung","Dienende Führung","Keine Führung","Rotation","B","Allgemeinwissen","Soft Skills","Leadership","2","Führungsstil der Team-Bedürfnisse priorisiert.","servant-leadership,führung,agile","Unterstützen statt befehlen","Empowerment des Teams","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein Qubit?","Klassisches Bit","Quantum Bit","Datenbank","Netzwerk","B","Allgemeinwissen","Trends","Quantum","2","Qubit kann gleichzeitig 0 und 1 sein (Superposition).","qubit,quantum,computing","Basis von Quantencomputern","Exponentiell mächtiger","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist der Hauptvorteil von 5G?","Nur Geschwindigkeit","Latenz, Geschwindigkeit, Kapazität","Nur Reichweite","Nur Kosten","B","Allgemeinwissen","Trends","5G","2","5G bietet <1ms Latenz, 10Gbps, massive IoT-Unterstützung.","5g,mobilfunk,netzwerk","Network Slicing möglich","mmWave und Sub-6","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist der Unterschied zwischen AR und VR?","Kein Unterschied","AR erweitert, VR ersetzt Realität","AR ist älter","VR ist billiger","B","Allgemeinwissen","Trends","AR/VR","1","AR überlagert real, VR schafft virtuelle Welt.","ar,vr,xr","AR: Pokemon Go, VR: Oculus","Mixed Reality dazwischen","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein NFT?","Verschlüsselung","Non-Fungible Token","Netzwerk File Transfer","New Finance Technology","B","Allgemeinwissen","Trends","Blockchain","2","NFT = einzigartiger digitaler Vermögenswert auf Blockchain.","nft,blockchain,token","Nicht austauschbar","Digitale Kunst, Gaming","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist Zero Trust Security?","Kein Schutz","Niemandem vertrauen, alles prüfen","Nur Firewall","Nur VPN","B","Allgemeinwissen","Trends","Zero Trust","2","Zero Trust = kontinuierliche Verifikation, kein implizites Vertrauen.","zero-trust,security,netzwerk","Perimeter-loses Modell","Least Privilege Prinzip","MEGA_FRAGEN_SET_3","10","TRUE","0","0"
"Was ist ein Dictionary in Python?","Liste","Key-Value Datenstruktur","Tupel","String","B","Anwendungsentwicklung","Programmierung","Python","1","Dictionary speichert Daten als Schlüssel-Wert-Paare.","python,dictionary,datenstruktur","Wie HashMap in Java","dict = {'key': 'value'}","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was macht list comprehension?","Fehlerbehandlung","Kompakte Listenerstellung","Sortierung","Import","B","Anwendungsentwicklung","Programmierung","Python","2","List Comprehension erstellt Listen in einer Zeile.","python,list-comprehension,syntax","[x*2 for x in range(10)]","Effizienter als Schleifen","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist der Unterschied zwischen let und var?","Kein Unterschied","let hat Block-Scope","var ist neuer","let ist global","B","Anwendungsentwicklung","Programmierung","JavaScript","2","let hat Block-Scope, var Function-Scope.","javascript,let,var","let verhindert Hoisting-Probleme","const für Konstanten","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein Promise?","Schleife","Asynchrone Operation","Array","Funktion","B","Anwendungsentwicklung","Programmierung","JavaScript","2","Promise repräsentiert zukünftigen Wert asynchroner Operation.","javascript,promise,async","then(), catch(), finally()","Basis für async/await","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist der Unterschied zwischen Abstract Class und Interface?","Kein Unterschied","Abstract kann Implementierung haben","Interface ist schneller","Abstract ist neuer","B","Anwendungsentwicklung","Programmierung","Java","2","Abstract Classes können teilweise Implementation haben.","java,abstract,interface","Java 8+ Interfaces mit default methods","Multiple Interfaces möglich","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein Lambda-Ausdruck?","Schleife","Anonyme Funktion","Klasse","Variable","B","Anwendungsentwicklung","Programmierung","Java","2","Lambda = kompakte anonyme Funktion (Java 8+).","java,lambda,functional","(x, y) -> x + y","Functional Programming","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein Pointer?","Variable","Speicheradresse","Array","Funktion","B","Anwendungsentwicklung","Programmierung","C++","2","Pointer speichert Adresse einer anderen Variable.","cpp,pointer,memory","int* ptr = &variable","Dereferenzierung mit *","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist RAII?","Verschlüsselung","Resource Acquisition Is Initialization","Netzwerkprotokoll","Algorithmus","B","Anwendungsentwicklung","Programmierung","C++","3","RAII bindet Ressourcen-Lebensdauer an Objekt-Lebensdauer.","cpp,raii,memory","Automatisches Cleanup","Destruktor gibt frei","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist LINQ?","Datenbank","Language Integrated Query","Netzwerk","Framework","B","Anwendungsentwicklung","Programmierung","C#","2","LINQ ermöglicht SQL-ähnliche Abfragen in C#.","csharp,linq,query","from x in list where...","Typ-sicher","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was sind Properties?","Variablen","Smart Fields mit get/set","Methoden","Klassen","B","Anwendungsentwicklung","Programmierung","C#","1","Properties kapseln Felder mit Zugriffsmethoden.","csharp,properties,oop","public int Age { get; set; }","Automatische Properties","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist MongoDB?","SQL-Datenbank","NoSQL Dokument-DB","Graph-DB","Key-Value Store","B","Anwendungsentwicklung","Datenbanken","MongoDB","1","MongoDB speichert Daten als BSON-Dokumente.","mongodb,nosql,database","Schemaflexibel","Collections statt Tabellen","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Redis?","SQL-DB","In-Memory Key-Value Store","File-System","Web-Server","B","Anwendungsentwicklung","Datenbanken","Redis","2","Redis = schneller In-Memory Datenspeicher.","redis,cache,nosql","Oft als Cache genutzt","Unterstützt komplexe Datentypen","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein View?","Tabelle","Virtuelle Tabelle","Index","Trigger","B","Anwendungsentwicklung","Datenbanken","PostgreSQL","1","View ist gespeicherte Abfrage als virtuelle Tabelle.","postgresql,view,sql","CREATE VIEW name AS SELECT...","Vereinfacht komplexe Queries","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist InnoDB?","Programmiersprache","Storage Engine","Backup-Tool","Index-Typ","B","Anwendungsentwicklung","Datenbanken","MySQL","2","InnoDB ist ACID-konforme Storage Engine für MySQL.","mysql,innodb,engine","Standard seit MySQL 5.5","Unterstützt Transaktionen","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Cassandra optimiert für?","Kleine Datenmengen","Massive Skalierung","Single Server","Transaktionen","B","Anwendungsentwicklung","Datenbanken","Cassandra","2","Cassandra ist für hohe Schreiblast und Skalierung designed.","cassandra,nosql,scale","Eventually Consistent","Ring-Architektur","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist der Unterschied zwischen div und section?","Kein Unterschied","section ist semantisch","div ist neuer","section ist schneller","B","Allgemeinwissen","Web","HTML5","1","section hat semantische Bedeutung für Dokumentstruktur.","html5,semantic,web","section für thematische Gruppierung","div für Layout ohne Bedeutung","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Flexbox?","JavaScript-Framework","CSS Layout-Modul","HTML-Element","Datenbank","B","Allgemeinwissen","Web","CSS","1","Flexbox ermöglicht flexible eindimensionale Layouts.","css,flexbox,layout","display: flex","Hauptachse und Querachse","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist CSS Grid?","1D Layout","2D Layout System","JavaScript","Animation","B","Allgemeinwissen","Web","CSS","2","CSS Grid ermöglicht zweidimensionale Layouts.","css,grid,layout","display: grid","Rows und Columns","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was sind Hooks?","HTML-Elemente","Funktionen für State in Function Components","CSS-Klassen","Datenbanken","B","Allgemeinwissen","Web","React","2","Hooks ermöglichen State in funktionalen Komponenten.","react,hooks,javascript","useState, useEffect","Seit React 16.8","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist der Unterschied zwischen v-if und v-show?","Kein Unterschied","v-if rendert bedingt, v-show toggled display","v-show ist schneller","v-if ist neuer","B","Allgemeinwissen","Web","Vue","2","v-if removed/added DOM, v-show nur CSS display.","vue,directive,conditional","v-if für seltene Toggles","v-show für häufige Toggles","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Dependency Injection in Angular?","Fehler","Design Pattern für Abhängigkeiten","Datenbank","Router","B","Allgemeinwissen","Web","Angular","2","DI stellt Services automatisch bereit.","angular,di,pattern","@Injectable decorator","Singleton-Services","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist HATEOAS?","Verschlüsselung","Hypermedia as Engine of State","Datenbank","Framework","B","Allgemeinwissen","Web","REST API","3","HATEOAS = REST-Prinzip mit Links zu möglichen Aktionen.","rest,hateoas,api","Self-descriptive API","Richardson Maturity Level 3","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was sind Resolver?","Frontend-Code","Funktionen die Daten liefern","Datenbank","Cache","B","Allgemeinwissen","Web","GraphQL","2","Resolver bestimmen wie GraphQL-Felder aufgelöst werden.","graphql,resolver,api","Eine Funktion pro Feld","Kann async sein","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist WebAssembly?","JavaScript-Ersatz","Low-Level Bytecode für Browser","HTML-Framework","CSS-Preprocessor","B","Allgemeinwissen","Web","WebAssembly","2","WebAssembly ermöglicht Near-Native Performance im Browser.","wasm,webassembly,performance","Kompiliert aus C/C++/Rust","Ergänzt JavaScript","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was macht eine Progressive Web App aus?","Nur offline","Offline-fähig, installierbar, responsive","Nur mobil","Nur desktop","B","Allgemeinwissen","Web","PWA","2","PWAs kombinieren Web- und Native-App-Features.","pwa,progressive,web","Service Worker essentiell","App-ähnliche Erfahrung","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Swift?","Android-Sprache","iOS Programmiersprache","Framework","Datenbank","B","Allgemeinwissen","Mobile","iOS","1","Swift ist Apples moderne Programmiersprache für iOS.","swift,ios,apple","Ersetzt Objective-C","Type-safe und schnell","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Kotlin?","iOS-Sprache","Android Programmiersprache","Framework","Datenbank","B","Allgemeinwissen","Mobile","Android","1","Kotlin ist moderne JVM-Sprache für Android.","kotlin,android,jvm","Interoperabel mit Java","Null-Safety eingebaut","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Flutter?","Native iOS","Cross-Platform Framework","Nur Android","Web-Framework","B","Allgemeinwissen","Mobile","Flutter","1","Flutter ermöglicht Apps aus einer Codebase.","flutter,dart,crossplatform","Google Framework","Hot Reload Feature","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Wie funktioniert React Native?","Webview","JavaScript Bridge zu Native","Kompiliert zu Native","HTML5","B","Allgemeinwissen","Mobile","React Native","2","React Native nutzt Bridge zwischen JS und Native Code.","react-native,mobile,javascript","Facebook Framework","Write once, run anywhere","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist App Store Optimization?","Programmierung","SEO für App Stores","Testing","Design","B","Allgemeinwissen","Mobile","App Store","2","ASO verbessert App-Sichtbarkeit in Stores.","aso,appstore,optimization","Keywords, Screenshots wichtig","Ratings beeinflussen Ranking","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Unity?","Programmiersprache","Game Engine","Datenbank","Web-Framework","B","Allgemeinwissen","Game Development","Unity","1","Unity ist plattformübergreifende Spiele-Engine.","unity,gamedev,engine","C# als Hauptsprache","2D und 3D Support","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was nutzt Unreal Engine primär?","Python","C++ und Blueprints","Java","JavaScript","B","Allgemeinwissen","Game Development","Unreal","2","Unreal nutzt C++ und visuelles Blueprint-System.","unreal,gamedev,cpp","High-End Grafik","Epic Games","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
